unlabeled/00005.txt	CLINTON_PRIMARY2008
unlabeled/00012.txt	CLINTON_PRIMARY2008
unlabeled/00057.txt	CLINTON_PRIMARY2008
unlabeled/00148.txt	CLINTON_PRIMARY2008
unlabeled/00176.txt	CLINTON_PRIMARY2008
unlabeled/00205.txt	CLINTON_PRIMARY2008
unlabeled/00239.txt	CLINTON_PRIMARY2008
unlabeled/00241.txt	RICHARDSON_PRIMARY2008
unlabeled/00275.txt	CLINTON_PRIMARY2008
unlabeled/00297.txt	CLINTON_PRIMARY2008
unlabeled/00308.txt	CLINTON_PRIMARY2008
unlabeled/00323.txt	GIULIANI_PRIMARY2008
unlabeled/00327.txt	CLINTON_PRIMARY2008
unlabeled/00340.txt	CLINTON_PRIMARY2008
unlabeled/00376.txt	CLINTON_PRIMARY2008
unlabeled/00424.txt	CLINTON_PRIMARY2008
unlabeled/00426.txt	CLINTON_PRIMARY2008
unlabeled/00485.txt	CLINTON_PRIMARY2008
unlabeled/00522.txt	CLINTON_PRIMARY2008
unlabeled/00527.txt	CLINTON_PRIMARY2008
unlabeled/00530.txt	CLINTON_PRIMARY2008
unlabeled/00539.txt	CLINTON_PRIMARY2008
unlabeled/00617.txt	CLINTON_PRIMARY2008
unlabeled/00767.txt	CLINTON_PRIMARY2008
unlabeled/00796.txt	CLINTON_PRIMARY2008
unlabeled/00868.txt	GINGRICH_PRIMARY2012
unlabeled/00911.txt	CLINTON_PRIMARY2008
unlabeled/00916.txt	CLINTON_PRIMARY2008
unlabeled/00926.txt	CLINTON_PRIMARY2008
unlabeled/00928.txt	CLINTON_PRIMARY2008
unlabeled/00937.txt	RICHARDSON_PRIMARY2008
unlabeled/00978.txt	CLINTON_PRIMARY2008
unlabeled/01005.txt	CLINTON_PRIMARY2008
unlabeled/01006.txt	CLINTON_PRIMARY2008
unlabeled/01013.txt	CLINTON_PRIMARY2008
unlabeled/01088.txt	CLINTON_PRIMARY2008
unlabeled/01123.txt	CLINTON_PRIMARY2008
unlabeled/01127.txt	GINGRICH_PRIMARY2012
unlabeled/01131.txt	CLINTON_PRIMARY2008
unlabeled/01176.txt	CLINTON_PRIMARY2008
unlabeled/01180.txt	RICHARDSON_PRIMARY2008
unlabeled/01233.txt	CLINTON_PRIMARY2008
unlabeled/01255.txt	CLINTON_PRIMARY2008
unlabeled/01260.txt	CLINTON_PRIMARY2008
unlabeled/01268.txt	CLINTON_PRIMARY2008
unlabeled/01337.txt	CLINTON_PRIMARY2008
unlabeled/01368.txt	CLINTON_PRIMARY2008
unlabeled/01379.txt	GIULIANI_PRIMARY2008
unlabeled/01421.txt	GIULIANI_PRIMARY2008
unlabeled/01425.txt	CLINTON_PRIMARY2008
unlabeled/01434.txt	CLINTON_PRIMARY2008
unlabeled/01453.txt	RICHARDSON_PRIMARY2008
unlabeled/01457.txt	CLINTON_PRIMARY2008
unlabeled/01464.txt	GIULIANI_PRIMARY2008
unlabeled/01469.txt	CLINTON_PRIMARY2008
unlabeled/01526.txt	CLINTON_PRIMARY2008
unlabeled/01557.txt	CLINTON_PRIMARY2008
unlabeled/01600.txt	CLINTON_PRIMARY2008
unlabeled/01617.txt	CLINTON_PRIMARY2008
unlabeled/01668.txt	CLINTON_PRIMARY2008
unlabeled/01673.txt	CLINTON_PRIMARY2008
unlabeled/01679.txt	CLINTON_PRIMARY2008
unlabeled/01687.txt	CLINTON_PRIMARY2008
unlabeled/01689.txt	CLINTON_PRIMARY2008
unlabeled/01746.txt	CLINTON_PRIMARY2008
unlabeled/01806.txt	CLINTON_PRIMARY2008
unlabeled/01813.txt	CLINTON_PRIMARY2008
unlabeled/01861.txt	CLINTON_PRIMARY2008
unlabeled/01866.txt	CLINTON_PRIMARY2008
unlabeled/01879.txt	RICHARDSON_PRIMARY2008
unlabeled/01885.txt	CLINTON_PRIMARY2008
unlabeled/01899.txt	CLINTON_PRIMARY2008
unlabeled/01917.txt	CLINTON_PRIMARY2008
unlabeled/01921.txt	CLINTON_PRIMARY2008
unlabeled/02089.txt	CLINTON_PRIMARY2008
unlabeled/02100.txt	CLINTON_PRIMARY2008
unlabeled/02115.txt	CLINTON_PRIMARY2008
unlabeled/02132.txt	CLINTON_PRIMARY2008
unlabeled/02148.txt	RICHARDSON_PRIMARY2008
unlabeled/02181.txt	CLINTON_PRIMARY2008
unlabeled/02185.txt	CLINTON_PRIMARY2008
unlabeled/02210.txt	CLINTON_PRIMARY2008
unlabeled/02217.txt	CLINTON_PRIMARY2008
unlabeled/02230.txt	CLINTON_PRIMARY2008
unlabeled/02232.txt	CLINTON_PRIMARY2008
unlabeled/02267.txt	GIULIANI_PRIMARY2008
unlabeled/02376.txt	CLINTON_PRIMARY2008
unlabeled/02379.txt	CLINTON_PRIMARY2008
unlabeled/02400.txt	GIULIANI_PRIMARY2008
unlabeled/02401.txt	CLINTON_PRIMARY2008
unlabeled/02422.txt	HUCKABEE_PRIMARY2008
unlabeled/02438.txt	CLINTON_PRIMARY2008
unlabeled/02470.txt	CLINTON_PRIMARY2008
unlabeled/02475.txt	CLINTON_PRIMARY2008
unlabeled/02557.txt	CLINTON_PRIMARY2008
unlabeled/02570.txt	CLINTON_PRIMARY2008
unlabeled/02602.txt	RICHARDSON_PRIMARY2008
unlabeled/02609.txt	CLINTON_PRIMARY2008
unlabeled/02631.txt	CLINTON_PRIMARY2008
unlabeled/02647.txt	CLINTON_PRIMARY2008
unlabeled/02651.txt	CLINTON_PRIMARY2008
unlabeled/02669.txt	CLINTON_PRIMARY2008
unlabeled/02698.txt	CLINTON_PRIMARY2008
unlabeled/02705.txt	CLINTON_PRIMARY2008
unlabeled/02746.txt	CLINTON_PRIMARY2008
unlabeled/02756.txt	CLINTON_PRIMARY2008
unlabeled/02786.txt	CLINTON_PRIMARY2008
unlabeled/02819.txt	CLINTON_PRIMARY2008
unlabeled/02842.txt	CLINTON_PRIMARY2008
unlabeled/02869.txt	CLINTON_PRIMARY2008
unlabeled/02899.txt	CLINTON_PRIMARY2008
unlabeled/02940.txt	CLINTON_PRIMARY2008
unlabeled/02953.txt	ROMNEY_PRIMARY2008
unlabeled/03007.txt	CLINTON_PRIMARY2008
unlabeled/03033.txt	CLINTON_PRIMARY2008
unlabeled/03040.txt	CLINTON_PRIMARY2008
unlabeled/03045.txt	CLINTON_PRIMARY2008
unlabeled/03113.txt	CLINTON_PRIMARY2008
unlabeled/03124.txt	CLINTON_PRIMARY2008
unlabeled/03136.txt	CLINTON_PRIMARY2008
unlabeled/03148.txt	CLINTON_PRIMARY2008
unlabeled/03211.txt	CLINTON_PRIMARY2008
unlabeled/03219.txt	CLINTON_PRIMARY2008
unlabeled/03359.txt	GIULIANI_PRIMARY2008
unlabeled/03428.txt	CLINTON_PRIMARY2008
unlabeled/03441.txt	CLINTON_PRIMARY2008
unlabeled/03506.txt	CLINTON_PRIMARY2008
unlabeled/03516.txt	CLINTON_PRIMARY2008
unlabeled/03547.txt	CLINTON_PRIMARY2008
unlabeled/03564.txt	CLINTON_PRIMARY2008
unlabeled/03565.txt	CLINTON_PRIMARY2008
unlabeled/03574.txt	CLINTON_PRIMARY2008
unlabeled/03581.txt	CLINTON_PRIMARY2008
unlabeled/03588.txt	CLINTON_PRIMARY2008
unlabeled/03602.txt	CLINTON_PRIMARY2008
unlabeled/03603.txt	CLINTON_PRIMARY2008
unlabeled/03619.txt	CLINTON_PRIMARY2008
unlabeled/03622.txt	GINGRICH_PRIMARY2012
unlabeled/03634.txt	GIULIANI_PRIMARY2008
unlabeled/03684.txt	RICHARDSON_PRIMARY2008
unlabeled/03688.txt	CLINTON_PRIMARY2008
unlabeled/03708.txt	CLINTON_PRIMARY2008
unlabeled/03731.txt	CLINTON_PRIMARY2008
