ave_word_freq,#_of_numbers,ave_syllables,ave_2gram_nor,ave_3gram_nor,tf_idfROMNEY_PRIMARY2008,tf_idfBACHMANN_PRIMARY2012,tf_idfHUCKABEE_PRIMARY2008,tf_idfHUNTSMAN_PRIMARY2012,tf_idfROMNEY_PRIMARY2012,tf_idfRICHARDSON_PRIMARY2008,tf_idfPERRY_PRIMARY2012,tf_idfPAWLENTY_PRIMARY2012,tf_idfTHOMPSON_PRIMARY2008,tf_idfPAUL_PRIMARY2012,tf_idfCAIN_PRIMARY2012,tf_idfBIDEN_PRIMARY2008,tf_idfMCCAIN_PRIMARY2008,tf_idfSANTORUM_PRIMARY2012,tf_idfEDWARDS_PRIMARY2008,tf_idfOBAMA_PRIMARY2008,tf_idfCLINTON_PRIMARY2008,tf_idfGINGRICH_PRIMARY2012,tf_idfGIULIANI_PRIMARY2008,author,numeric_author
174265666.07142857,0,1.9285714285714286,47653519885.88521,7277868527.102382,0.032090183140765505,0.03262332226888648,0.021662156815885805,0.023806637987986476,0.023404821035790932,0.023231411551000843,0.029947814751166157,0.012741734292484083,0.031044682018416873,0.015631949024464457,0.03206173031909342,0.01265989042385378,0.0215684583871646,0.025415802754348373,0.023095833637818124,0.027818161021380856,0.02386868179583228,0.024836979347038345,0.024352362290107683,OBAMA_PRIMARY2008,0
215493247.0,0,2.0,41383101959.66576,8249445833.279848,0.03518725800444301,0.00810923600375675,0.020672198233951063,0.0031126768490482475,0.020447328335375863,0.016376533356882005,0.0029911860972011424,0.047386968934668226,0.019699958856091864,0.04105756469248235,0.023516401807378795,0.013082640787270254,0.027005329048331857,0.00946943608935538,0.020954965842324435,0.018689956363289743,0.022105690861531104,0.014874198082121256,0.029230216511253217,PAUL_PRIMARY2012,1
75569342.92307693,0,2.3846153846153846,40869119300.3271,4887815022.516667,0.0090536013953308,0.012383825263032897,0.007699974981527375,0.012799122673948997,0.006190891394299171,0.01377366414341941,0.0028972806324877327,0.017639783337970547,0.014890551181013512,0.010241809063359213,0.011963379749003609,0.009139626509111156,0.018378194536464946,0.004831449925943175,0.013517241232104222,0.008594929407593488,0.007645142720665018,0.005888548763789515,0.00795391503742438,MCCAIN_PRIMARY2008,2
167786545.2222222,0,2.111111111111111,42981321534.72116,5285950360.577249,0.01900413195065151,0.016979316207850207,0.026892531299269405,0.020766151518464237,0.026792947196706336,0.01584590252608239,0.03826104172718149,0.03870329676427936,0.02111474686897688,0.030082077446136855,0.03278688524590164,0.011900519991413021,0.018923056348666784,0.02153612241811737,0.02656721331382014,0.02597740145744278,0.027215232549262936,0.02155184480093788,0.025797320390568694,CLINTON_PRIMARY2008,3
71274770.75,0,2.0,50756334493.31388,7935033761.902778,0.04479638515066337,0.004723570247835925,0.0036985882632588887,0.025170236309215104,0.01059712890417552,0.009302423591029021,0.0029911860972011424,0.002708260683716145,0.010538041081382548,0.0086851117831968,0.009108406845165774,0.009475712126595748,0.008848792613582616,0.012730947350667593,0.010899204446394618,0.009634360531083463,0.006561872001637881,0.007211797387523006,0.008440998285826075,ROMNEY_PRIMARY2008,4
183095209.72727272,0,1.5454545454545454,37919980800.49793,5919706799.647186,0.0038673746001515927,0.005347624429533792,0.009378919874336611,0.03343545942707103,0.012277149405271841,0.015542123431876232,0.017429947363364964,0.00691634212724206,0.011893343911327993,0.003384252828582487,0.026729813515865317,0.008045495528820844,0.010881310666829555,0.010407575421648297,0.015285269257088913,0.014984957649303545,0.015691541646127214,0.01456626592329669,0.014644776189232583,OBAMA_PRIMARY2008,0
71950187.27272727,0,2.4545454545454546,49496916688.56623,5044632710.801263,0.0032006719761134656,0.0568560189346631,0.012374186329503118,0.0,0.00752924400482784,0.005453685261810046,0.008811181561380351,0.010289582808345337,0.006999425632908483,0.002741438532293194,0.02454232920864114,0.0018056244328608,0.008402852996242889,0.00981730353587676,0.010541335697594812,0.007564395000882351,0.007875231107752184,0.011614743804411323,0.006287725993519348,BACHMANN_PRIMARY2012,5
55958480.27272727,0,3.1818181818181817,56444449446.28382,8964690478.717604,0.0014343257286127961,0.007912092324963585,0.004607833463424103,0.0,0.0035880552420817025,0.0032483065073899975,0.0,0.020727492405537958,0.006047323438691839,0.005152915656229384,0.0,0.010100143335425305,0.007844706915406088,0.0026629050301757505,0.008145459720218438,0.0052219274860664106,0.003749594208927712,0.011852384336695871,0.003320849029577174,GINGRICH_PRIMARY2012,6
178212991.72727272,0,1.9090909090909092,40603765902.53636,6233315107.947836,0.021198986897235553,0.007488911336443839,0.01794077009079576,0.009858444454064745,0.02519402703936245,0.03188240631342818,0.014122579542894562,0.014216520096756587,0.005560794356906325,0.005658714126866475,0.0048026649874043405,0.016332301534927963,0.018125776491716726,0.020739483373583133,0.016116686680681398,0.02173670672111002,0.02365318724324148,0.0225761863580607,0.015142690032259211,RICHARDSON_PRIMARY2008,7
272243095.3076923,0,1.6923076923076923,39692884412.7458,5912708277.88141,0.05847265176312349,0.018108651911468814,0.06823476370313661,0.04588092331009777,0.026472294532823116,0.03780750789255528,0.06303259026826757,0.06204838701551148,0.05377025072780268,0.0812839006766022,0.12887255139524958,0.027715508858474687,0.043863045130584914,0.04309155678504604,0.06138734457119847,0.06356237710757964,0.0721473187044505,0.057775382079434376,0.0628931387074955,EDWARDS_PRIMARY2008,8
